Start Timestamp;End Timestamp;Transcript
00:00;00:04;"Time Crisis, back again."
00:04;00:11;"On this week's TC, we talk about Fairport Convention."
00:11;00:17;"We also listen to music from the old days and the new."
00:17;00:23;"We'll hear great songs from the B-52s, Alana Miles and Janet Jackson."
00:23;00:28;"This is Time Crisis with Ezra Koenig."
00:28;00:33;"Time Crisis with Ezra Koenig."
00:34;00:40;"They passed me by, all of those great romances"
00:40;00:47;"You were a belt from a knee, all my rightful chances"
00:47;00:55;"My picture clear, everything seemed so easy"
00:55;01:02;"And so I dealt you the blow, when a bus had to go"
01:02;01:06;"Now it's different, I want you to know"
01:06;01:12;"One of us is crying, one of us is lying"
01:12;01:17;"Keep an eye on me babe"
01:17;01:19;"Time Crisis, back again."
01:19;01:21;"Gentlemen."
01:21;01:24;"Hell of a winner. Hell of a winner."
01:24;01:29;"I've been obsessed with my Twitter feed looking at the"
01:29;01:33;"historic snowpack that has accumulated in the Sierra Nevada."
01:33;01:37;"Oh right, and that's the one that a few years ago they were like, ""There's nothing there."""
01:37;01:42;"Well, it'll all melt this year. I mean, it's not like a glacier, but it snows every winter up there."
01:42;01:46;"But this is like one of the, depending on what source you're looking at,"
01:46;01:50;"one of the top three snowpacks ever recorded."
01:50;01:51;"Wow."
01:51;01:55;"'52 was a big year. '82-'83 winter was huge."
01:55;01:56;"Mm."
01:56;01:58;"2023 winter, massive."
01:58;02:01;"Interesting. So that's just because of all this precipitation?"
02:01;02:09;"Yeah. Just all these atmospheric rivers that, you know, manifest as rain in the lower elevations, but massive."
02:09;02:13;"For people who don't live in Southern California, it's been a very cold, rainy winter."
02:13;02:19;"I've been feeling it. I've been listening to Fairport Convention, which I think is the greatest winter band."
02:19;02:22;"Interesting. I didn't know you were a Fairport head."
02:22;02:27;"That's winter music for me. I couldn't imagine listening to it in the summer, but I don't know."
02:27;02:29;"I don't know. Just it's raining outside."
02:29;02:30;"What?"
02:30;02:32;"I don't know. It's something about that sort of..."
02:32;02:33;"You're really surprising me here."
02:33;02:34;"All right."
02:34;02:38;"I'm a massive Fairport fan as well. I don't know if we've ever gotten deep on it,"
