Start Timestamp;End Timestamp;Transcript
00:03;00:06;"Time Crisis Episode 7."
00:06;00:10;"Finally a godly number after last week's devilish number."
00:10;00:14;"Today I'm joined in the studio by painter Jake Longstreth"
00:14;00:18;"and friend of the show, actress/writer Rashida Jones."
00:18;00:22;"We'll be hearing new music from my friend Lush Life"
00:22;00:26;"as well as counting down the hits of 1979 and 2015."
00:26;00:30;"Plus, we'll be digging into one of the greatest albums of all time,"
00:30;00:32;"Fleetwood Mac's ""Tusk."""
00:32;00:36;"This is Time Crisis with Ezra Kainey."
00:52;00:57;"Everything seems so easy"
00:57;01:01;"And so I dealt with the blow"
01:01;01:04;"One of us had to go"
01:04;01:06;"Now it's different"
01:06;01:08;"I want you to know"
01:08;01:11;"One of us is crying"
01:11;01:14;"One of us is lying"
01:14;01:19;"We were only there"
01:19;01:24;"Staring at the ceiling"
01:24;01:31;"Wishing she was somewhere else instead"
01:31;01:34;"One of us is lonely"
01:37;01:42;"Waiting for a call"
01:42;01:47;"Sorry for our selfishness"
01:48;01:51;"[playing in bright rhythm]"
01:51;02:04;"Shakedown 1979"
02:04;02:12;"Cool kids never have a time"
02:14;02:19;"Like what right above this dream"
02:19;02:23;"Would I should be"
02:23;02:30;"Two buckets dripping like a stone"
02:30;02:38;"Headlights pointed at the dawn"
02:41;02:46;"We were sure we'd never see an end to it all"
02:46;02:53;"I don't even care"
02:53;02:57;"To shake this in my head"
02:57;03:01;"And we don't even doubt now"
03:01;03:06;"'Cause we're out of both our heads to dust"
03:06;03:14;"I guess I'm guiding the sun to the moon"
03:14;03:31;"Jump across the vacant and the worn"
03:34;03:39;"Then a chill just might be heaven's stone"
03:39;03:46;"The more I think the city's slipping to us"
03:46;03:48;"Down to sea"
03:48;03:54;"And we don't even care"
03:54;03:57;"'Cause restless as we are"
03:57;04:01;"We feel without hope"
04:01;04:05;"In the land of a thousand years"
04:05;04:09;"Of boredom, silence"
04:09;04:12;"Lamented as a child"
04:12;04:18;"To the lights and towns below"
04:18;04:22;"Fast and bound"
04:22;04:26;"To sleep and sound"
04:26;04:30;"Fast and bound"
04:30;04:33;"Beguiled"
04:33;04:39;"In the sound of love"
04:39;04:46;"Justine never knew the rules"
04:46;04:54;"Hunt down with the freaks and fools"
04:56;05:01;"No apologies ever need be made"
