Start Timestamp;End Timestamp;Transcript
00:00;00:04;"Time Crisis, back again."
00:04;00:09;"On this week's Time Crisis, we talk about the new Dolly Parton album."
00:09;00:13;"We talk about a Vampire Weekend album that just turned 10."
00:13;00:19;"We also listen to music by Madonna, Prince, and All For One."
00:19;00:25;"This is the show you love and trust."
00:25;00:27;"I swear it's--"
00:27;00:31;"Time Crisis with Ezra Koenig."
00:31;00:32;"[MUSIC - EZRA KOENIG, ""TIME CRISIS""]"
00:32;00:43;"They passed me by, all of those great romances."
00:43;00:51;"They were a felt from beneath all my rightful chances."
00:51;00:58;"My picture clear, everything seemed so easy."
00:58;01:02;"And so I dealt you the blow."
01:02;01:05;"One of us had to go."
01:05;01:06;"Now it's different."
01:06;01:09;"I want you to know."
01:09;01:12;"One of us is crying."
01:12;01:15;"One of us is lying."
01:15;01:19;"Keep the lonely man."
01:19;01:21;"Time Crisis, back again."
01:21;01:23;"How's everybody doing?"
01:23;01:24;"Frazzled."
01:24;01:27;"Jake is frazzled, sitting in traffic."
01:27;01:29;"As someone who's lived in this city for a long time now,"
01:29;01:31;"I shouldn't get frazzled."
01:31;01:34;"But man, I just got hammered with the traffic coming down here."
01:34;01:35;"Took an hour and a half."
01:35;01:37;"Can't you just positively frame that?"
01:37;01:41;"Just like more time to listen to tunes and internet radio shows."
01:41;01:43;"I like that zen outlook."
01:43;01:45;"I should have taken that outlook."
01:45;01:46;"But I was late."
01:46;01:47;"Felt guilty about that."
01:47;01:48;"But everyone was late."
01:48;01:50;"And I just-- man."
01:50;01:53;"Just that thing when you're watching a left turn arrow"
01:53;01:57;"cycle through three full cycles."
01:57;02:00;"And you're moving up like eight feet per cycle again."
02:00;02:01;"It's just like--"
02:01;02:02;"Not a good feeling."
02:02;02:04;"So I'm frazzled, man."
02:04;02:05;"Well, this ought to cheer you up."
02:05;02:07;"Country icon and recent Rock and Roll Hall of Fame"
02:07;02:11;"inductee Dolly Parton has delivered the track list"
02:11;02:15;"for her first ever rock album, which is set for release"
02:15;02:16;"on November 17."
02:16;02:17;"Hell yeah."
02:17;02:20;"We're about six months out, but it's never too"
02:20;02:22;"soon to get excited about this."
02:22;02:25;"The upcoming LP is set to include nine original songs."
02:25;02:26;"Rock songs."
02:26;02:28;"Yeah, nine original rock songs."
02:28;02:32;"But it's a 30 song project, so that also means 21 covers."
02:32;02:32;"Double record."
02:32;02:34;"Yes, a double record."
02:34;02:36;"And nearly 40 special guests."
02:36;02:37;"Does the album have a title?"
02:37;02:39;"I think the album's called Rockstar."
02:39;02:41;"OK, this is the cover we're looking at here?"
02:41;02:43;"Yeah, Dolly with a guitar."
02:43;02:45;"Seems kind of like a strange project."
02:45;02:47;"I wonder if this is because she was inducted into the Rock"
02:47;02:49;"and Roll Hall of Fame, and she found that to be--"
02:49;02:51;"Didn't she say, don't induct me?"
02:51;02:54;"I think she said something about, yeah, I'm not a rocker,"
02:54;02:55;"but--"
02:55;02:56;"I'm a country musician."
02:56;02:57;"Yeah."
02:57;02:59;"Yeah, maybe actually--"
02:59;03:00;"Why was she inducted into the--"
03:00;03:02;"now I'm getting annoyed at the rock."
03:02;03:05;"You're going to induct Dolly Parton, but not Guided"
03:05;03:05;"by Voices?"
03:05;03:07;"Not Warren Zeevon?"
03:07;03:08;"True."
03:08;03:10;"Well, yeah, what did Dolly Parton actually say"
03:10;03:12;"when she was inducted?"
03:12;03:17;"Is it possible that just the guilt of taking Warren Zeevon's"
03:17;03:18;"spot in the Rock and Roll Hall of Fame"
03:18;03:21;"has weighed on her so heavily that she felt compelled"
03:21;03:22;"to make a rock album?"
03:22;03:23;"I actually think it might be."
03:23;03:25;"Not going to cover his material."
03:25;03:26;"Maybe she is."
03:26;03:27;"I don't know."
03:27;03:29;"Is there actually a track listing, or does it--"
03:29;03:31;"It's very interesting the way they're rolling this album out,"
03:31;03:34;"just to drop the whole track list six months early."
03:34;03:35;"Yeah, it's crazy."
03:35;03:37;"I mean, there's so many guests."
03:37;03:39;"Track one, song's called Rockstar,"
03:39;03:41;"featuring Richie Sambora."
03:41;03:42;"He's going to rip a solo."
03:42;03:43;"Track two, World on Fire."
03:43;03:45;"That's an original."
03:45;03:48;"Track three, I love this, Every Breath You Take,"
03:48;03:50;"featuring Sting."
03:50;03:52;"Wow."
03:52;03:55;"I think there's a lot of stuff like that, where you're"
03:55;03:57;"kind of like covering a song and getting"
03:57;03:59;"the original artist on it."
03:59;04:00;"Everybody's on this."
04:00;04:06;"You've got John Fogerty, Kid Rock, Steven Tyler, Stevie Nicks."
04:06;04:08;"Track 11, Baby I Love Your Way, featuring--"
04:08;04:09;"Peter Frampton."
04:09;04:10;"Peter Frampton."
04:10;04:12;"Ooh, baby, I love you."
04:12;04:14;"What song is Kid Rock on?"
04:14;04:16;"It's called Either/Or."
04:16;04:17;"It's an Elliott Smith song."
04:17;04:19;"[LAUGHTER]"
04:19;04:22;"I think-- well, let's find out."
04:22;04:25;"On the one hand, it's so random."
04:25;04:28;"Country and rock music are so closely linked."
04:28;04:31;"Doesn't seem like a big deal to induct a country artist"
04:31;04:32;"into the hall."
04:32;04:33;"Dolly did feel bad, though."
04:33;04:34;"So what did she say?"
04:34;04:38;"She said, quote, ""I felt like I was taking votes away"
04:38;04:41;"from somebody that had spent a career trying to be in the hall."
04:41;04:43;"And I thought, what am I doing here?"
04:43;04:45;"I felt like I was out of place."
04:45;04:46;"Like I was betraying somebody else."""
04:46;04:48;"Whoa."
04:48;04:50;"OK, so this is serious."
04:50;04:51;"Are you happy, Hall?"
04:51;04:55;"You guilted country legend Dolly Parton so hard."
04:55;04:59;"You put her in a situation she did not want to be in,"
04:59;05:02;"she did not ask for, and you made her feel so bad."
05:02;05:04;"She had recorded a 30s song rock album."
05:04;05:07;"Now she's collaborating with Kid Rock and Richie Sambora."
05:07;05:09;"[LAUGHS]"
05:09;05:12;"This woman had lived a long, amazing life"
05:12;05:14;"with a beautiful career."
05:14;05:18;"She almost made it to the end without recording a rock album."
05:18;05:21;"And now her pristine country career"
05:21;05:24;"will have this weird smudge on it."
05:24;05:24;"It's also funny."
05:24;05:25;"Tarnished."
05:25;05:26;"She did continue."
05:26;05:29;"I mean, obviously, she's such a classy lady."
05:29;05:32;"But she said, ""Then they explained"
05:32;05:33;"why they gave it to me."
05:33;05:37;"And they said I was going to get it anyway."""
05:37;05:39;"So I thought, ""Well, I'll accept it graciously."""
05:39;05:41;"Wait, so they didn't vote on her?"
05:41;05:43;"It was like not--"
05:43;05:45;"because usually, people are nominated."
05:45;05:48;"And then the rock writers of the world--"
05:48;05:50;"Stephen Hyden covered this in an article."
05:50;05:51;"So I think there were like--"
05:51;05:54;"this past year, I think there were 14 or 15 nominees."
05:54;05:58;"And then if you're a voter, you can only choose five."
05:58;05:59;"So it's not yay or nay for each one."
05:59;06:01;"You just have to choose your five."
06:01;06:03;"And then they just like tally it up."
06:03;06:07;"Isn't the rule that you pay $40,000 and you get in?"
06:07;06:09;"I thought that was--"
06:09;06:10;"I think it's more than that."
06:10;06:11;"It's part of that, maybe."
06:11;06:13;"I think it added zero."
06:13;06:14;"Oh, OK."
06:14;06:15;"No, but--"
06:15;06:17;"so but this makes it sound like this"
06:17;06:20;"was sort of an honorary award that you're just getting there."
06:20;06:21;"No, no, but also--"
06:21;06:22;"We're not even voting on you."
06:22;06:23;"Probably people voted for her."
06:23;06:28;"But I could imagine she calls up the president of the rock hall"
