Start Timestamp;End Timestamp;Transcript
00:00;00:04;"Time Crisis Episode 2. Wow, has it been two weeks already?"
00:04;00:07;"2015 just keeps getting more and more Time Crisis-y."
00:07;00:12;"I'm so glad that I have this outlet to talk about things and listen to music with my friends and enemies."
00:12;00:14;"This is a really beautiful show."
00:14;00:18;"We've got Despot, Cousin Asher, Tracy, and Heaven from Another Round Podcast,"
00:18;00:22;"Florence from Florence and the Machine, a music story from Rashida Jones,"
00:22;00:27;"and lots of great, beautiful music by wonderful people."
00:27;00:31;"Time Crisis with Ezra Koenig."
01:11;01:16;"Leave a lonely bed"
01:16;01:21;"Staring at the ceiling"
01:21;01:28;"Wishing she was somewhere else instead"
01:28;01:31;"One of us is lonely"
01:34;01:39;"Waiting for a call"
01:40;01:42;"Sorry for herself"
01:42;01:46;"Feeling stupid, feeling small"
01:46;01:52;"Wishing she had never left at all"
01:52;01:58;"I saw myself as a concealed attraction"
01:58;02:05;"I thought you kept me away from the heat and the action"
02:05;02:12;"Just like a child, stubborn and misconceiving"
02:12;02:16;"That's how I started the show"
02:16;02:19;"One of us had to go"
02:19;02:24;"Now I've changed and I want you to know"
02:24;02:27;"One of us is crying"
02:27;02:30;"One of us is lying"
02:30;02:35;"Leave a lonely bed"
02:35;02:40;"Staring at the ceiling"
02:40;02:47;"Wishing she was somewhere else instead"
02:47;02:50;"One of us is lonely"
02:53;02:58;"Waiting for a call"
02:59;03:01;"Sorry for herself"
03:01;03:05;"Feeling stupid, feeling small"
03:05;03:10;"Wishing she had never left at all"
03:10;03:13;"Never left at all"
03:13;03:25;"Staring at the ceiling"
03:25;03:32;"Wishing she was somewhere else instead"
03:32;03:35;"One of us is lonely"
03:38;03:40;"Finally we have the full lineup here"
03:40;03:41;"We got Despot, what's up?"
03:41;03:42;"Hi there"
03:42;03:44;"We also got Cousin Asher"
03:44;03:45;"Hey, how's it going?"
03:45;03:49;"This is the first time your voice is really being heard on this radio show"
03:49;03:52;"It's true, I sang all those Billy Joel covers last time"
03:52;03:53;"But people didn't know it was me, so"
03:53;03:55;"Now you finally get to talk"
03:55;03:57;"Yeah, you sound exactly like him"
03:57;03:59;"Yeah, I spent all summer working on that"
